
foodnstuff           |  50.0m / 50.0m  (100% full) | 3.0 / 3  (100.0%) | 1.5s/growth (5 over 7s)
sigma-cosmetics      |  57.5m / 57.5m  (100% full) | 3.0 / 3  (100.0%) | 0.8s/growth (10 over 8s)
joesguns             |  47.8m / 62.5m  (76% full)  | 5.6 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |  40.6m / 68.8m  (59% full)  | 11.4 / 7  (100.0%) | 0.6s/growth (25 over 16s)
hong-fang-tea        |  32.8m / 75.0m  (43% full)  | 5.3 / 5  (100.0%) | 0.6s/growth (20 over 13s)
harakiri-sushi       | 100.0m / 100.0m (100% full) | 7.2 / 5  (100.0%) | 0.4s/growth (40 over 18s)
neo-net              |  71.0m / 125.0m (56% full)  | 11.8 / 8  (100.0%) | 1.2s/growth (25 over 30s)
zer0                 | 137.4m / 187.5m (73% full)  | 10.7 / 8  (100.0%) | 0.9s/growth (40 over 38s)
max-hardware         |  95.9m / 250.0m (38% full)  | 5.4 / 5  (100.0%) | 0.8s/growth (30 over 24s)
iron-gym             | 103.2m / 500.0m (20% full)  | 10.0 / 10 (100.0%) | 2.3s/growth (20 over 46s)
phantasy             | 148.4k / 600.0m (0% full)   | 7.0 / 7  (100.0%) | 0.9s/growth (35 over 34s)
crush-fitness        |   1.0b / 1.0b   (100% full) | 12.0 / 12 (100.0%) | 3.7s/growth (32 over 119s)
silver-helix         | 890.4m / 1.1b   (79% full)  | 13.5 / 10 (100.0%) | 2.8s/growth (30 over 85s)
omega-net            |   1.1b / 1.7b   (62% full)  | 16.1 / 11 (100.0%) | 4.5s/growth (30 over 137s)
johnson-ortho        | 644.5m / 1.8b   (36% full)  | 18.0 / 17 (100.0%) | 3.1s/growth (65 over 202s)
the-hub              |   2.9b / 4.9b   (58% full)  | 15.7 / 15 (100.0%) | 3.6s/growth (50 over 181s)
computek             |   1.9b / 5.6b   (34% full)  | 21.0 / 19 ( 90.4%) | 4.6s/growth (60 over 277s)
summit-uni           |   4.1b / 5.7b   (72% full)  | 22.6 / 19 ( 75.7%) | 7.5s/growth (50 over 379s)
rothman-uni          |   2.3b / 5.8b   (39% full)  | 16.0 / 16 ( 87.4%) | 6s/growth (41 over 249s)
millenium-fitness    |   4.6m / 6.3b   (0% full)   | 31.2 / 16 ( 58.8%) | 13.7s/growth (44 over 604s)
aevum-police         |   5.1b / 6.7b   (75% full)  | 31.9 / 25 ( 69.6%) | 13.9s/growth (36 over 503s)
netlink              |   6.9b / 6.9b   (100% full) | 21.0 / 21 ( 81.5%) | 6.1s/growth (54 over 329s)
catalyst             |  11.5b / 11.5b  (100% full) | 23.0 / 23 ( 78.1%) | 11.9s/growth (31 over 368s)
syscore              | 588.5m / 14.7b  (4% full)   | 79.0 / 26 ( 15.8%) | 26s/growth (65 over 1692s)
rho-construction     |  10.2b / 17.4b  (58% full)  | 23.7 / 17 ( 66.9%) | 10.2s/growth (44 over 449s)
alpha-ent            | 715.5m / 17.9b  (4% full)   | 63.0 / 21 ( 28.3%) | 24.3s/growth (55 over 1336s)

n00dles              |   1.7m / 1.8m   (99% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 7s)
foodnstuff           |  50.0m / 50.0m  (100% full) | 3.0 / 3  (100.0%) | 1.5s/growth (5 over 7s)
sigma-cosmetics      |  57.5m / 57.5m  (100% full) | 3.0 / 3  (100.0%) | 0.8s/growth (10 over 8s)
joesguns             |  36.2m / 62.5m  (57% full)  | 5.3 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |  40.1m / 68.8m  (58% full)  | 10.4 / 7  (100.0%) | 0.6s/growth (25 over 15s)
hong-fang-tea        |  43.2m / 75.0m  (57% full)  | 5.2 / 5  (100.0%) | 0.6s/growth (20 over 13s)
harakiri-sushi       |  56.7m / 100.0m (56% full)  | 7.4 / 5  (100.0%) | 0.4s/growth (40 over 18s)
neo-net              |  69.9m / 125.0m (55% full)  | 8.2 / 8  (100.0%) | 0.9s/growth (25 over 23s)
zer0                 |  99.7m / 187.5m (53% full)  | 10.7 / 8  (100.0%) | 0.9s/growth (40 over 38s)
max-hardware         | 157.2m / 250.0m (62% full)  | 10.2 / 5  (100.0%) | 1.2s/growth (30 over 38s)
iron-gym             | 103.2m / 500.0m (20% full)  | 10.0 / 10 (100.0%) | 2.2s/growth (20 over 45s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.9s/growth (35 over 34s)
crush-fitness        |   1.0b / 1.0b   (100% full) | 12.0 / 12 (100.0%) | 3.7s/growth (32 over 118s)
silver-helix         | 695.9m / 1.1b   (61% full)  | 12.7 / 10 (100.0%) | 2.6s/growth (30 over 80s)
omega-net            |   1.0b / 1.7b   (61% full)  | 14.0 / 11 (100.0%) | 4s/growth (30 over 120s)
johnson-ortho        |   1.8b / 1.8b   (100% full) | 20.3 / 17 ( 99.0%) | 3.4s/growth (65 over 226s)
the-hub              |   3.7b / 4.9b   (76% full)  | 17.9 / 15 (100.0%) | 4.1s/growth (50 over 205s)
computek             |   3.2b / 5.6b   (57% full)  | 19.9 / 19 ( 91.9%) | 4.3s/growth (60 over 263s)
summit-uni           |   4.1b / 5.7b   (72% full)  | 24.3 / 19 ( 74.4%) | 8.1s/growth (50 over 405s)
rothman-uni          |   2.3b / 5.8b   (39% full)  | 16.0 / 16 ( 87.7%) | 6s/growth (41 over 248s)
millenium-fitness    |   6.3b / 6.3b   (100% full) | 16.0 / 16 ( 72.2%) | 7s/growth (44 over 312s)
aevum-police         |   5.0b / 6.7b   (74% full)  | 30.3 / 25 ( 71.6%) | 13.1s/growth (36 over 474s)
netlink              |   6.9b / 6.9b   (100% full) | 25.8 / 21 ( 76.8%) | 7.4s/growth (54 over 400s)
catalyst             |   8.6b / 11.5b  (75% full)  | 23.0 / 23 ( 78.4%) | 11.8s/growth (31 over 367s)
syscore              | 588.5m / 14.7b  (4% full)   | 26.0 / 26 ( 56.1%) | 8.6s/growth (65 over 559s)
rho-construction     |   7.9b / 17.4b  (45% full)  | 28.5 / 17 ( 63.0%) | 12.2s/growth (44 over 536s)
alpha-ent            | 715.5m / 17.9b  (4% full)   | 21.0 / 21 ( 60.8%) | 8.1s/growth (55 over 448s)

n00dles              |  70.0k / 1.8m   (4% full)   | 1.0 / 1  (100.0%) | 0s/growth (3000 over 88s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 18.4s/growth (5 over 92s)

n00dles              |   1.8m / 1.8m   (100% full) | 1.0 / 1  (100.0%) | 0s/growth (3000 over 8s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.7s/growth (5 over 8s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 1s/growth (10 over 10s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.7s/growth (20 over 14s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 1s/growth (25 over 25s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 1.3s/growth (20 over 27s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.8s/growth (40 over 33s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 2.4s/growth (25 over 60s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 2.1s/growth (40 over 86s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.9s/growth (30 over 58s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 6.6s/growth (20 over 133s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 2.6s/growth (35 over 91s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 77.1%) | 12.4s/growth (33 over 412s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 6.5s/growth (30 over 196s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 6s/growth (38 over 228s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 65.4%) | 12.5s/growth (43 over 540s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 77.8%) | 8.9s/growth (48 over 430s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 55.2%) | 17.6s/growth (41 over 724s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 42.6%) | 12.9s/growth (64 over 826s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 36.2%) | 40.9s/growth (27 over 1106s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 32.3%) | 19.7s/growth (55 over 1087s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 61.0 / 20 ( 33.8%) | 22.1s/growth (52 over 1149s)
catalyst             | 474.1m / 11.9b  (4% full)   | 67.0 / 22 ( 31.4%) | 26s/growth (44 over 1146s)

n00dles              | 866.4k / 1.8m   (49% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 6s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.2s/growth (5 over 6s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 0.7s/growth (10 over 7s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.5s/growth (20 over 10s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 0.7s/growth (25 over 18s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 0.9s/growth (20 over 19s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.6s/growth (40 over 24s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 1.7s/growth (25 over 44s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 1.5s/growth (40 over 63s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.4s/growth (30 over 42s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 4.8s/growth (20 over 97s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 1.9s/growth (35 over 66s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 85.4%) | 9s/growth (33 over 300s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 4.7s/growth (30 over 142s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 4.3s/growth (38 over 166s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 74.0%) | 9.1s/growth (43 over 393s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 89.1%) | 6.5s/growth (48 over 313s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 67.4%) | 12.8s/growth (41 over 527s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 26.4%) | 23.1s/growth (45 over 1040s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 49.5%) | 9.4s/growth (64 over 601s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 49.7%) | 29.8s/growth (27 over 805s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 39.6%) | 14.3s/growth (55 over 791s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 61.0 / 20 ( 44.4%) | 16s/growth (52 over 836s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 30.5%) | 18.3s/growth (68 over 1250s)
catalyst             | 474.1m / 11.9b  (4% full)   | 67.0 / 22 ( 39.5%) | 18.9s/growth (44 over 834s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 53.0 / 18 ( 44.7%) | 15.5s/growth (60 over 932s)

n00dles              |   1.7m / 1.8m   (99% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 0.6s/growth (10 over 6s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 0.6s/growth (25 over 16s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 0.8s/growth (20 over 17s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.5s/growth (40 over 21s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 1.5s/growth (25 over 39s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 1.4s/growth (40 over 56s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.2s/growth (30 over 38s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 4.3s/growth (20 over 86s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 1.7s/growth (35 over 59s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 87.7%) | 8.1s/growth (33 over 268s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 4.2s/growth (30 over 127s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 3.9s/growth (38 over 148s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 76.4%) | 8.1s/growth (43 over 351s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 92.2%) | 5.8s/growth (48 over 280s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 70.7%) | 11.5s/growth (41 over 471s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 28.0%) | 20.6s/growth (45 over 930s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 51.4%) | 8.4s/growth (64 over 537s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 53.4%) | 26.6s/growth (27 over 719s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 41.6%) | 12.8s/growth (55 over 707s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 61.0 / 20 ( 47.3%) | 14.3s/growth (52 over 747s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 34.1%) | 16.4s/growth (68 over 1118s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 50.0 / 17 ( 43.7%) | 17.2s/growth (56 over 967s)
catalyst             | 474.1m / 11.9b  (4% full)   | 67.0 / 22 ( 41.7%) | 16.9s/growth (44 over 746s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 53.0 / 18 ( 49.2%) | 13.8s/growth (60 over 833s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 22.9%) | 24s/growth (59 over 1420s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 11.9%) | 20.7s/growth (86 over 1783s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 0.6s/growth (10 over 6s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 0.6s/growth (25 over 16s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 0.8s/growth (20 over 17s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.5s/growth (40 over 21s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 1.5s/growth (25 over 39s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 1.4s/growth (40 over 56s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.2s/growth (30 over 38s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 4.3s/growth (20 over 86s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 1.7s/growth (35 over 59s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 87.7%) | 8.1s/growth (33 over 268s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 4.2s/growth (30 over 127s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 3.9s/growth (38 over 148s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 76.4%) | 8.1s/growth (43 over 351s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 92.2%) | 5.8s/growth (48 over 280s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 70.7%) | 11.5s/growth (41 over 471s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 28.0%) | 20.6s/growth (45 over 930s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 51.4%) | 8.4s/growth (64 over 537s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 53.4%) | 26.6s/growth (27 over 719s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 41.6%) | 12.8s/growth (55 over 707s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 61.0 / 20 ( 47.3%) | 14.3s/growth (52 over 747s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 34.1%) | 16.4s/growth (68 over 1118s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 50.0 / 17 ( 43.7%) | 17.2s/growth (56 over 967s)
catalyst             | 474.1m / 11.9b  (4% full)   | 67.0 / 22 ( 41.7%) | 16.9s/growth (44 over 746s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 53.0 / 18 ( 49.2%) | 13.8s/growth (60 over 833s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 22.9%) | 24s/growth (59 over 1420s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 11.9%) | 20.7s/growth (86 over 1783s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 0.6s/growth (10 over 6s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 0.6s/growth (25 over 16s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 0.8s/growth (20 over 17s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.5s/growth (40 over 21s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 1.5s/growth (25 over 39s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 1.4s/growth (40 over 56s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.2s/growth (30 over 38s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 4.3s/growth (20 over 86s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 1.7s/growth (35 over 59s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 87.7%) | 8.1s/growth (33 over 268s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 4.2s/growth (30 over 127s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 3.9s/growth (38 over 148s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 76.4%) | 8.1s/growth (43 over 351s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 92.2%) | 5.8s/growth (48 over 280s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 70.7%) | 11.5s/growth (41 over 471s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 28.0%) | 20.6s/growth (45 over 930s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 51.4%) | 8.4s/growth (64 over 537s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 53.4%) | 26.6s/growth (27 over 719s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 41.6%) | 12.8s/growth (55 over 707s)
summit-uni           | 329.8m / 8.2b   (4% full)   | 61.0 / 20 ( 47.3%) | 14.3s/growth (52 over 747s)
syscore              | 417.2m / 10.4b  (4% full)   | 65.0 / 22 ( 34.1%) | 16.4s/growth (68 over 1118s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 50.0 / 17 ( 43.7%) | 17.2s/growth (56 over 967s)
catalyst             | 474.1m / 11.9b  (4% full)   | 67.0 / 22 ( 41.7%) | 16.9s/growth (44 over 746s)
alpha-ent            | 656.2m / 16.4b  (4% full)   | 53.0 / 18 ( 49.2%) | 13.8s/growth (60 over 833s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 74.0 / 25 ( 22.9%) | 24s/growth (59 over 1420s)
global-pharm         |   1.6b / 39.9b  (4% full)   | 85.0 / 28 ( 11.9%) | 20.7s/growth (86 over 1783s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 5s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 10.0 / 3  (100.0%) | 1.1s/growth (5 over 5s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 10.0 / 3  (100.0%) | 0.6s/growth (10 over 6s)
joesguns             |   2.5m / 62.5m  (4% full)   | 15.0 / 5  (100.0%) | 0.4s/growth (20 over 9s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 20.0 / 7  (100.0%) | 0.6s/growth (25 over 16s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 15.0 / 5  (100.0%) | 0.8s/growth (20 over 17s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 15.0 / 5  (100.0%) | 0.5s/growth (40 over 21s)
neo-net              |   5.0m / 125.0m (4% full)   | 25.0 / 8  (100.0%) | 1.5s/growth (25 over 39s)
zer0                 |   7.5m / 187.5m (4% full)   | 25.0 / 8  (100.0%) | 1.4s/growth (40 over 56s)
max-hardware         |  10.0m / 250.0m (4% full)   | 15.0 / 5  (100.0%) | 1.2s/growth (30 over 38s)
iron-gym             |  20.0m / 500.0m (4% full)   | 30.0 / 10 (100.0%) | 4.3s/growth (20 over 86s)
phantasy             |  24.0m / 600.0m (4% full)   | 20.0 / 7  (100.0%) | 1.7s/growth (35 over 59s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 41.0 / 14 ( 87.7%) | 8.1s/growth (33 over 268s)
silver-helix         |  45.0m / 1.1b   (4% full)   | 30.0 / 10 (100.0%) | 4.2s/growth (30 over 127s)
omega-net            |  64.2m / 1.6b   (4% full)   | 28.0 / 9  (100.0%) | 3.9s/growth (38 over 148s)
johnson-ortho        |  70.8m / 1.8b   (4% full)   | 47.0 / 16 ( 76.4%) | 8.1s/growth (43 over 351s)
the-hub              | 161.8m / 4.0b   (4% full)   | 35.0 / 12 ( 92.2%) | 5.8s/growth (48 over 280s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 46.0 / 15 ( 70.7%) | 11.5s/growth (41 over 471s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 77.0 / 26 ( 28.0%) | 20.6s/growth (45 over 930s)
computek             | 228.2m / 5.7b   (4% full)   | 63.0 / 21 ( 51.4%) | 8.4s/growth (64 over 537s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 54.0 / 18 ( 53.4%) | 26.6s/growth (27 over 719s)
netlink              | 275.0m / 6.9b   (4% full)   | 68.0 / 23 ( 41.6%) | 12.8s/growth (55 over 707s)
